Name,pos_m0_1,pos_m0_2,pos_m0_3,pos_m0_4,pos_m0_5,pos_m0_6,pos_m100_1,pos_m100_2,pos_m100_3,pos_m100_4,pos_m100_5,pos_m100_6,pos_m200_1,pos_m200_2,pos_m200_3,pos_m200_4,pos_m200_5,pos_m200_6,pos_m300_1,pos_m300_2,pos_m300_3,pos_m300_4,pos_m300_5,pos_m300_6,pos_m500_1,pos_m500_2,pos_m500_3,pos_m500_4,pos_m500_5,pos_m500_6,pos_m700_1,pos_m700_2,pos_m700_3,pos_m700_4,pos_m700_5,pos_m700_6,TARGET
"2-[(1,3-thiazol-2-ylamino)methylidene]malononitrile",693108.0905,878849.7985,1068721.782,1001365.432,996540.8735,687489.1835,1179706.786,1116787.697,1392968.211,897359.1774,815521.8994,1085616.658,951383.564,797712.932,703508.5104,847687.5159,476089.524,887667.6923,1031266.954,953156.0977,1192579.386,606580.3016,859744.4944,751362.836,15686226.91,24484923.02,17763184.82,13906619.54,24656500.59,19054880.02,20414287.19,15096314.89,6130735.268,10001550.62,6175062.702,15165437.31,0
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,6554622.443,5624506.634,5489152.155,3431123.074,5873569.268,5991819.766,5156589.44,10000950.46,7075219.34,7279024.627,9522961.285,13529933.96,10780321.07,9904558.743,9825619.583,17136475.19,16967291.89,17832189.73,6036066.695,5126787.239,3405121.954,2628274.035,5448937.717,9080486.292,13197865.71,7702653.593,8336427.694,8302957.64,16314464.41,14599011.74,13382265.32,13898202.59,15712381.21,23009131.29,18995924.25,11830329.31,0
Ademetionine,4416718.693,2861770.876,4134323.232,4922951.48,6077142.024,4548770.848,10237364.61,15373779.14,16172718.6,12024573.68,12943506.61,11869870.91,4046005.235,3946181.446,4113515.515,3420670.715,4463473.711,4518261.685,4640227.244,5264144.013,4592666.018,4391602.384,4539988.433,3006919.342,4601123.422,4558884.477,4505566.135,6078892.238,4854546.094,5447945.406,6048426.585,7444091.864,7875394.757,7227814.843,8472644.291,490364.4444,1
KKK,17223169.86,13613072.96,15268339.3,8774957.799,13689930.45,11177453.92,7668173.442,6692019.667,9543451.969,19196905.45,7304952.74,6888071.754,13146090.35,6591768.576,8280671.561,12323098.76,6905991.746,7981019.14,12385313.37,7976987.322,9679271.067,9732924.789,9037653.968,6599001.081,7419877.998,8295333.26,8507591.746,7508896.49,7282884.868,7288918.624,15741582.8,16065065.79,15095117.9,13458659.47,13387771.8,14854461.85,0
Dihydrotanshinone I,14775253.92,16677309.68,12248231.53,16360616.84,17068567.59,12981607.95,9740290.732,5749301.318,5622865.031,8034827.848,7591809.341,6022845.839,11752613.13,8485086.704,8626894.641,7250151.079,15752543.17,7246567.352,7238966.156,10812969.73,14146483.83,14034572.64,10795480.25,14012150.97,8891225.214,9362505.497,10484681.86,9377842.085,8038512.87,6559000.371,11410904.02,10648220.71,9476215.464,7168638.922,8673102.509,6742324.824,1
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,12577174.63,9696118.235,9378508.682,9680481.388,13906942.07,11531057.21,11686285.15,10838224.44,14017016.63,11902838.95,15402428.54,12651948.41,12972424.83,10013835.75,14181102.47,11754961.32,9807686.842,11697836.85,8221830.669,9793581.449,8219296.007,10231452.95,12678532.28,8655550.699,9230183.219,13801324.22,10848281.73,12701430.17,10509711.32,12063814.41,12553051.24,10488103.98,10127182.69,8831946.886,14491350.5,10575138.75,0
N-lactoyl-phenylalanine,14229576.24,9180814.485,11361101.74,11158175.52,19280795.37,10471805.33,8782732.326,8476227.92,9026845.713,8045012.342,8759933.468,9308316.161,7871211.753,7567708.334,6496949.108,8302365.729,6663797.302,8713522.417,4651341.942,5191136.322,4956963.663,5587768.804,5098946.352,6684309.19,7776095.841,6803354.933,5404801.293,5662739.243,6131928.11,5709494.235,6130030.523,4954852.79,4654156.73,5011742.397,4937281.077,6377505.894,0
Ala-Leu,6288031.181,3687519.483,2184833.151,1858436.087,5572840.432,6050437.128,3877451.59,6363361.317,6589415.174,5048363.635,10408067.66,8962751.104,10767284.87,9180250.481,10175417.62,15230786.39,12036244.63,15827948.22,2921908.464,4615700.296,2958186.279,3159311.84,4995534.487,9193816.888,10434640.86,6453007.08,5361585.261,5731452.59,8648645.374,6827292.538,10745482.55,7823815.282,10732082.28,9062349.654,11299345.27,6461521.235,0
Kinetin,1664330.845,1726421.326,1564108.281,1697613.187,1747151.614,1391397.392,1640052.232,1648676.009,1482691.431,1639369.506,1466230.922,1629676.7,1598513.748,1473633.8,1570223.783,1406695.893,1457307.889,1506504.517,1560849.782,1503389.604,1603628.834,1863989.609,1502592.623,1542717.687,11104889.97,16075286.73,14343703.96,12593194.77,21555833.1,12233957.27,17757864.45,24223938.24,21713394.39,21594906.87,26796511.01,18810235.81,0
"1-(4-hydroxyphenyl)propane-1,2-diol",16469010.21,15442741.89,15702559.67,14855666.62,14926136.91,12500868.89,15651737.13,13613881.95,15176780.55,14881707.18,15097009.3,12748057.28,11060724.95,12636475.65,12365069.71,12220658.63,12582566.82,11761001.58,13278083.31,12406696.43,12910931.74,13172453.58,10935514.75,11928096.99,13060072.81,15241344.14,13153720.75,13010414.66,12991815.54,13214404.21,13694758.69,15408489.5,14278275.55,9046824.687,11796449.07,14257570.68,0
Ipriflavone,10552685.97,9375259.608,7069557.604,6621232.299,9449703.9,9405011.013,7504855.027,5872838.057,6848411.258,5566548.038,5889608.116,7036792.491,6873679.506,7557604.584,8899134.506,7644744.011,7597717.05,6864430.753,12420382.14,13268346.77,15077518.24,14179087.76,17244899.38,11807624.55,7123285.618,6228122.503,7531232.469,6156567.043,7649041.6,5499193.273,9113500.474,7575915.136,9722225.943,7516780.814,8215409.627,8273437.022,0
Estrone,11605719.3,11678888.29,10917819.12,11664950.05,17121883.47,11052196.83,5923821.307,6384017.986,6341106.571,6554870.844,5605065.349,5993896.644,11906556.93,13379675.59,10315418.45,10057106.5,11103346.2,13967685.86,9956518.188,9894055.641,8843507.507,10140254.83,9711927.145,9525963.927,8592531.814,10492585.7,11100695.21,11020250.91,11308742.42,9832209.932,24557044.04,24835230.33,21949851.63,21318619.19,26889058.82,23880902.58,1
s7p,3139021.997,5110993.028,4689720.729,3554404.082,3555904.07,3328124.754,5122566.125,3262420.171,3657989.301,5903511.831,4113617.591,4446902.57,3065575.602,4449140.109,5201175.195,3777279.038,4177134.427,3968441.681,7029564.011,5787383.805,5271952.86,4916783.737,5153795.263,5072338.615,15847403.42,20857343.24,20157562.25,16606179.68,20757692.76,17633563.6,9633249.73,12461740.19,14839750.96,12495873.53,15470881.95,11553983.1,0
Sterigmatocystin,11608548.49,15088079.44,11789339.2,14054193.82,18414839.31,10151098.76,10274680.87,11613317.35,11513009.84,13080735.63,5789511.091,8429959.244,13216369.61,10518019.51,9378778.801,10720799.15,11401891.34,10345383.66,15415002.53,16338113.14,17120263.58,13633397.17,16698385.03,14869471.05,8468183.787,10681635.75,13071420.91,10779682.25,10210867.75,7911903.11,15653545.85,11949681.62,12180563.23,14960968.99,10120582.39,13624859.61,0
α-Hydroxyalprazolam,11166213.76,11876667.83,8893044.581,13942501.57,14728704.95,11022827.65,6674740.379,5738725.569,5306288.851,6164889.429,5692175.822,4446370.584,9292171.446,9779432.934,10538082.35,6636610.655,7616656.34,8358712.149,12832210.77,14490700.85,11196676.04,16112022.27,14029911.65,12676662.29,2154419.302,6481948.457,7170194.4,4994194.695,5730582.99,5523409.796,5848259.355,6418072.767,5342480.08,4831800.106,4958121.048,5541376.927,1
Schisantherin A,5179123.562,7464201.521,5664727.72,7841091.437,16162764.4,5850836.488,5809173.294,3759538.235,4292685.289,5194009.949,4486051.122,3864847.2,5221930.939,3663443.037,16305798.36,4164718.413,3793366.337,4708245.423,5247919.913,7536662.321,6902529.557,4921340.085,4825034.441,5486109.559,17032177.58,4982867.708,6077450.64,4844239.943,5082491.629,5265886.176,20531754.67,5758266.188,5007974.705,6895641.338,5833975.753,4958629.146,0
Lappaconitine,1839997.541,1924143.984,1351770.207,1980048.295,2594510.292,758447.6505,3894282.937,2710804.798,4677174.578,3809934.194,3773739.216,2745884.656,7840541.927,9544777.243,8262189.577,5598358.363,6933392.303,6295998.518,10596852.63,7910274.462,9012646.193,5440987.143,8467258.041,4119717.339,16844198.49,23582699.06,17942440.15,14945136.77,16000028.55,19393258.25,7718554.658,10739056.08,3449349.416,7495609.659,1482225.436,6753839.998,0
3-[(5-nitropyridin-2-yl)oxy]-1H-indazole,12115335.64,15067491.18,12256034.77,15438930.2,9086700.619,7966605.902,13711254.68,14720163.18,12576823.06,13540697.68,11160655.84,12989845.56,13576918.83,11917776.59,13682238.84,9841593.95,9176593.09,13304614.96,11968836.22,9464651.163,14502373.85,8191512.552,9381294.522,9359596.795,6202193.367,17445307.76,15061303.81,13307907.42,18010254.23,12758008.25,15349581.36,17504674.26,15163889.32,15558235.45,18889219.22,16767445.98,0
FLK,14618877.31,10650726.04,11973440.16,10318076.73,17808508.16,12418897.78,7570466.357,7950287.803,6448643.21,7445437.913,9025111.427,8016866.046,6951088.594,7006484.914,7222464.671,6553452.128,7184310.621,11169960.22,4434774.493,5025394.675,5335608.594,6454334.153,6689163.574,5738986.371,3086515.575,2803861.199,3236045.863,2826583.67,3072385.191,3145588.345,4622896.444,4796611.377,4129365.066,3283322.864,3468974.078,4942763.546,0
6-Sialyllactose,16199076.82,8758559.676,6664604.981,8873205.308,12036424.36,8609110.152,5660505.962,5846575.975,4490503.169,3850528.153,6926758.702,5502959.716,5490601.256,6550951.776,6519130.304,6432026.554,5093893.496,7175657.493,5978422.432,8891835.22,6141529.546,4350584.229,7143017.959,5509999.813,2943008.187,5390953.913,4988675.348,4573290.034,7075919.247,4798107.58,8817996.26,9040335.851,9119259.232,7711618.582,7891794.231,9288509.106,1
N-Sinapoylputrescine,2854856.604,3162666.099,2174824.068,2476690.935,2908497.601,3438119.938,3357690.087,5490924.046,5175990.321,4820974.595,8023243.509,8933849.942,7543231.025,10930904.49,6739835.028,13364467.31,10653851.11,16459422.47,2685132.296,2534956.68,2990031.247,4819117.207,2184077.897,3701318.211,6054493.999,13033081.45,3704022.834,2303554.221,4236554.632,4504585.583,8406146.607,3788171.549,3763934.695,5786695.708,8530921.56,4172814.365,1
gamma-Glutamyltyrosine,4600438.149,3811414.943,5566204.113,3512585.339,4456552.015,3418080.551,15996737.93,3211408.586,2310787.163,2157330.415,2288172.357,2230067.927,2169575.568,2261928.227,2319275.916,2534124.445,1983487.491,2160635.85,2189118.966,2238422.143,2107324.571,2638210.149,2476651.821,2404506.947,3915537.493,3853265.467,3129672.753,4155805.737,4101187.6,3672060.009,3685945.087,3671062.724,3370498.24,3140981.755,3595123.646,3501920.584,0
4-Ethylphenol,11125296.05,11531224.31,12798929.44,13598124.42,13790201.21,14440394.57,9094671.321,13699115.75,12751999.07,13797244.8,12660277.37,15347463.53,10245790.63,10526064.03,13961030.74,12329967.7,9495998.955,9930696.349,12702047.24,14209003.91,11845870.83,8957309.728,10239720.17,9191732.515,16932640.62,17328071.36,14471725.84,12841772.38,17136080.14,16578249.93,15311894.1,13950482.24,7547674.748,10525763.93,12394267.47,12887736.72,0
Trachelogenin,12427039.19,13472849.65,8998324.972,10693908.21,10576973.29,11896750.19,7798573.375,7356052.416,8854164.794,6994439.293,6873908.456,6653895.017,10626643.09,8414792.632,7828588.926,9265053.089,7967362.111,8457593.792,11342390.12,11476569.3,15947964.95,15075290.78,12323678.59,11953306.76,8554896.46,10539714.01,11705280.38,8951851.13,9854394.936,11353520.21,12498727.57,11424684.27,10571267.19,13976420.09,10009191.46,12849739.77,1
Ambroxane,8618603.196,16081926.04,13679944.44,12371630.14,9602436.005,10194254.18,9947135.806,9647599.957,11187160.91,6731853.255,8518755.613,9468151.577,13045987.6,8402864.814,12626336.84,9415619.003,11377091.02,9301857.023,17380961.92,7483828.923,6382687.618,6504027.897,7820318.07,12109726.3,12296409.75,12700147.54,12296865.87,7763698.046,11805545.72,11874506.33,12472877.59,11951797.41,12911804.75,15103871.55,16883703.01,9098597.247,0
N-(1-benzyl-4-piperidinyl)-4-(1H-pyrazol-1-yl)benzamide,7964090.443,12640586.06,9456376.796,10232094.65,16970978.68,6018187.07,7859164.309,10299840.96,6650603.325,8558225.84,8795210.691,10967619.87,8073185.246,7698893.784,10044552.02,7535088.364,8568174.812,8925709.35,11921065.53,12559755.2,13805209.22,12470795.43,13655485.33,11392716.73,5501656.998,8360389.634,5722277.292,5556406.867,6690362.184,6089996.726,12862329.41,12057396.05,10252339.83,10648298.05,9241478.346,13053001.8,0
N-{5-[(dimethylamino)sulfonyl]-2-methylphenyl}cyclohexanecarboxamide,1712357.515,2284527.392,1684445.597,1820053.368,1838294.603,1687995.016,2901341.768,2971920.81,3244665.326,4426497.468,3675096.271,4533030.022,5671786.835,5251663.862,6262814.323,7427927.848,7413646.425,7304621.988,1552325.265,2745707.272,2364722.661,1874546.107,2347452.605,2994565.638,9592379.542,11469273,9378340.333,7332952.411,18914036.43,11991335.21,4726454.158,4041049.359,5077841.886,6394267.095,3613717.517,4133994.918,0
Sphingosine (d18:1),1939246.704,1194659.69,1407449.583,1491643.153,1503422.847,1983865.313,2519474.636,3253155.728,2784954.534,3102374.709,3588527.1,4494073.588,3669282.888,5280059.783,3542613.348,4379184.232,3170528.133,3651685.901,3240514.895,4570921.534,3911650.957,3666241.5,4188507.964,5648622.215,5754238.692,4690666.338,4288052.887,4495996.293,6392155.808,5596604.486,21865061.58,17493216.48,20823471.32,16587589.23,23081110.17,12245140.37,0
3-(2-thienylmethylidene)chroman-4-one,7162873.658,6855550.52,7926495.157,8545936.764,8192741.011,5328710.633,3864221.281,4248849.847,3571366.771,4773197.284,3971538.899,3916546.391,7205057.181,6974224.215,6178006.033,5664765.643,5850177.083,7024511.842,4169763.584,4284439.443,4645690.946,3838462.816,4391171.937,3492834.451,3495812.606,4594543.951,3991615.213,3456884.09,3658966.164,3557729.535,6017722.896,5160773.099,5264537.437,4624837.156,23338781.62,5677231.853,1
Nicotinamide adenine dinucleotide (NAD+),15156994.34,15185915.57,11931180.92,12303821.03,13738377.56,11945456.56,7022041.93,5666614.185,5421095.629,6645288.336,4240709.464,3938693.881,3875381.04,3366294.563,5099554.779,2815571.446,3917830.607,5110972.589,6044627.609,4956834.57,7616931.903,3254862.129,3939416.548,2521967.768,3849485.401,5921664.784,6371040.932,3914820.163,3571724.959,4202309.005,3943685.677,6502692.846,6969593.943,5383752.249,4266046.485,4692004.106,1
Bilirubin,3922552.07,4545488.92,4390252.077,3695408.444,4632866.88,3739495.142,15000694.31,6754219.059,6875701.136,7095951.535,6052582.343,5873781.223,7625620.239,10295889.16,8261689.287,7355094.072,8550026.16,8280879.728,4819106.673,6341915.087,5358717.257,5186038.081,5547506.444,5436532.892,13190913.25,13631598.99,2319636.257,11935999.37,12827372.85,12625179.25,5611725.472,3751427.231,3579935.435,6461118.436,2991534.887,3490023.802,1
Eicosapentaenoic acid ethyl ester,9133155.349,18326892.53,13210400.16,15648794.54,11497926.1,8382282.167,12293276.22,7738108.118,4737963.576,9328459.739,6311676.705,7404696.395,4353959.751,4543583.253,7349745.546,7366211.334,7375528.394,7646320.037,12987023.16,9622345.631,8560859.288,9987822.806,14426924.02,9529507.712,9065809.797,11810733.05,7587716.589,7982894.073,9465441.048,10896803.83,17321866.56,14958340.98,10646427.38,9765700.756,12716773,7640484.843,1
"2-({[2,6-bis(phenylthio)pyridin-3-yl]imino}methyl)phenol",11911320.84,6126278.664,7194014.235,6959226.494,16025897.54,10258556.58,8310525.223,7866701.292,8155841.807,7099008.038,8144007.427,6437349.482,5568060.443,6467818.354,5913602.722,5394786.355,5449818.527,6253069.093,9784447.041,6157340.24,6374835.501,6711602.437,6146390.237,5929106.605,2410147.441,3566879.831,3461552.81,3588515.31,3293858.33,3004699.869,4403856.295,4740465.151,3727573.847,3199753.854,3948977.011,4156487.345,0
"9-Oxo-10(E),12(E)-octadecadienoic acid",9763562.909,7691631.853,5306447.414,4331506.652,7921176.522,7492725.663,9358827.462,9310136.899,9812832.231,6583096.188,7912848.484,14658839.2,5036678.819,4559860.29,7184484.321,5678033.457,5651048.822,7851508.902,4357660.001,5338174.211,5345679.196,3917186.713,6493350.417,9169374.411,10302250.66,7707055.054,6712445.45,7998202.828,8630673.166,7687383.435,9450194.528,8641633.441,7051178.369,5407137.096,8961711.593,8501683.482,0
Saxitoxin,996266.7067,1382927.191,1134675.651,2612139.081,964436.7162,802668.2038,2913287.273,2080579.621,1894796.261,3988961.092,2765665.852,1274080.477,4213444.942,3628410.767,4810319.52,2289329.717,4935788.577,3539041.103,3812649.078,4501094.969,4016343.789,3966119.667,4753621.492,4468039.68,15067296.95,19814814.44,19870525.37,14624919.88,14847532.6,15076792.37,8040634.42,5270001.375,4375543.012,6027523.099,3190045.417,4605003.823,0
Sedanolide,6244398.363,5675582.352,5481621.669,4106091.925,5322564.344,4999818.451,8692022.469,7955564.067,10298793.93,8211100.837,12149344.38,12581041.36,8723315.525,8873250.166,7241081.36,11266168.89,11652522.04,8711006.447,4242874.479,5930905.294,4524091.169,10909310.85,5162944.622,8166670.698,9165664.229,8737456.354,7458173.09,9539540.233,8526679.888,8839633.941,5246853.042,4593068.417,6206172.79,4697370.25,5220473.095,4901351.856,1
Pyridoxamine,7678740.25,2802074.565,4810420.354,3781448.519,4321691.984,4914838.031,3095543.562,3843523.356,3838628.809,3052008.938,3662288.688,5440897.026,3664539.453,3572886.49,3823260.386,2739086.692,2769065.186,3635363.261,1806213.616,1981776.866,1777020.841,3550885.912,1680585.178,1707723.418,12602098.47,6871212.66,10076194.53,15740072.38,11026389.43,11038227.8,2736316.802,2657305.81,2615236.024,2946859.99,5037433.216,2281508.398,0
Isobavachin,9236435.374,5528142.38,5757033.412,10830986.54,2867754.908,4820791.309,6400441.538,7062071.782,4368158.973,6883676.261,4728855.456,3301744.245,3511188.1,4704289.862,4515523.295,936847.3527,4081375.699,3233761.123,8319230.85,7615286.423,15426018.02,10866414.75,3717423.766,6874542.589,6031413.627,8193640.063,6130088.925,5329593.851,4772838.089,5041751.643,7134345.299,5521651.61,4976359.489,5361505.365,5464699.822,6002695.038,0
2-{[2-(3-cyano-2-pyridinyl)hydrazino]carbonyl}benzoic acid,6996788.844,10583126.16,10182230.01,9431320.664,11407018.84,8729324.199,7334931.701,6278484.693,6618084.102,6846556.928,6521744.074,6074943.064,10057656.7,8761449.374,11517309.92,9049493.642,12024578.7,11784709.96,8589015.976,5928248.232,6975927.198,6269980.73,7700030.855,10392284.83,3276997.716,3690678.899,3175303.369,2770420.148,4124609.596,3480509.643,2254566.665,5544109.668,5782992.266,5896545.613,5678617.995,6418070.226,0
Valylproline,4132850.632,3069447.504,2880427.018,2052941.537,3849736.336,4229707.314,3989838.277,5110540.113,4006646.641,3696715.451,7400621.369,8972925.882,8262588.542,10383926.73,8223551.85,11851506.63,11658511.73,10345446.34,1970877.01,4349750.035,2965764.254,3430154.958,4598375.891,6121012.134,7368419.554,5880316.588,6181904.921,5106467.303,6748712.612,6220084.972,7409785.072,6398001.48,7200757.892,6429024.94,10807589.22,6922691.906,0
"4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol",4910671.588,4399851.149,3345221.731,4119128.104,3650392.182,3469201.465,5606950.456,7188965.932,7946018.491,4827750.071,5594811.481,5186009.574,6289132.778,7551742.947,7909438.779,11698971.48,9598194.771,8636848.538,1637994.828,1660416.403,1644132.516,1441940.947,1501694.134,1563702.543,1646426.073,2251832.616,1658143.742,1368156.833,1667345.415,1564869.825,1614052.528,1831496.258,1752811.094,1715661.217,1786692.718,1726721.005,0
